name,role
Charles Queenan,dancer
K.P. Anderson,comedian
Alfred Mann,conductor
Charles Wadsworth,host|presenter|narrator
[first name unknown] Ziegler,actor
Mrs. J. Olaf Olson,conductor
Albert B. Faust,speaker
James Herzog,conductor
Enoch zu Guttenberg,conductor
John Canarina,conductor
Joseph Gillow,actor
Gregory Pritchard,conductor
Tempest Storm,dancer
Raoul Fleishmann,actor
Philip Snowden,speaker
Alexander Aaronsohn,speaker
Matthew J. Gilligan,actor
Melanie Simon,mime
Mitchell Kilby,ballet dancer
Jim Jefferies,comedian
J. Andrews,conductor
Merritt W. Ireland,speaker
Hazel Schwartz,actor
Charlie Wakino,conductor
Yvonne Nathan,host
Lois Ellyn,dancer
Gustavo Dudamel,conductor|speaker
Nelson Hume,speaker
Larry Dissmore,conductor
Gretchen Ritter,speaker
Diane Loomer,conductor
Emilius W. Scherr Jr.,speaker
George Wharton Pepper,speaker|host
Ann Forman,conductor
Corbett Monica,comedian
Evan Palazzo,band leader
Robert LaFosse,dancer
Sencho Takemoto,chanter
Hans Schmidt-Isserstedt,conductor
Jill Eikenberry,speaker
Joshua Pedde,conductor
Jascha Horenstein,conductor
Vanoye Aikens,dancer
Maurice Sendak,speaker
Ellen Highstein,moderator
Abraham Yahoesh,speaker
Gene McDonough,conductor
Mark Seliger,speaker
Jorg Faerber,conductor
Katherine Keppell,actor
Carla Heiney,dancer
Danya Tiller,conductor
Nicholas Alexander Warndorff,speaker
Reverend Andras Hamza,conductor
Nathaniel Shilkret,conductor
Joseph J. Kovarik,conductor
J. Paschal,dancer
Louis Koemmenich,conductor
Susan Szenasy,panelist
Mort Sahl,comedian
Calvin Swanson,actor
Charles F. Roper,actor
Edmund Morris,speaker
Edward Johnson,speaker
Adolf Busse,speaker
Anne Lebaron,speaker
Keith Lockhart,conductor
Frederic R. Coudert,speaker
Carl Marwig,actor
George Armenis,actor
David Briskin,conductor
Diane Hallberg,conductor
H. Harris,speaker
Raymond Xu,speaker
H. William Ingram,conductor
Herschel Bernardi,actor|reader|narrator
Samuel Levy,speaker
Miriam Colon,actor|host
Michael D. Huff,conductor
Reverend John P. Carroll-Abbing,speaker
William J. Donovan,speaker
Morris J. Lawrence Jr.,conductor
George Carlin,comedian
Jeremy Strickland,conductor
Chester Merritt Deuel,actor
Sam L. Unterricht,speaker
Charles S. Macfarland,speaker
Frank Dekum,actor
Natalie Merchant,speaker
Priscilla Robineau,dancer
Joseph G. Lamb,actor
Manuel Ugueto,actor
Seymour Silbermintz,conductor
Anne Manson,conductor
Nathan C. Schaeffer,speaker
Irene Taylor,actor
Chikuhou Fukushima,director
Natalia Luis-Bassa,conductor
Ruth Cramer,dancer
Reverend W. Warren Giles,speaker
Barbara Blane,actor
Elizabeth Flournoy,actor
Geoffrey Neuman,conductor
Mr. [first name unknown] Wilbour,actor
Dr. Bill Hild,presenter
Laura Bach,speaker
Richard Perez,conductor
J. Ben Michaelis,conductor
Rose I. Byrne,dancer
Yolanda Cruz,dancer
Bailey Harvey,conductor
Susan Ochi-Onishi,conductor
Thalia Zanou,dancer
Gilung Yun,conductor
Sylvia Bloom,speaker
Philip Moeller,actor
Alger C. Gildersleeve,conductor
Reverend Thomas F. Cusack,speaker
Max Persin,conductor
Ludmilla Smorgacheva,dancer
Mrs. Samuel Bens,speaker
Tina Brown,speaker
Oscar Galeno,speaker
Bill Matons,dancer
Dr. Chaim Weizmann,speaker
Mamie Morlacci,conductor
Nanine White,actor
Chevy Chase,speaker
Florian Hollard,conductor
Samuel Antek,conductor
Edwin Ortner,conductor|director
Athan Karras,dancer
Eric Reed,panelist
Carlo Pinto,conductor
Ernest Anderson,conductor
Odell Shepard,speaker
William Sommerset,conductor
Adelina Pedroza,dancer
Rafael Fruhbeck de Burgos,conductor
Nora Douglas Holt,speaker
Kenneth Stuart,actor
Arthur A. Anderson,monologist
Joseph Murray,speaker
Bob Garrity,host
Reverend James Myers,speaker
Curt Conway,actor
George von Skal,speaker
Benjamin Denne,conductor
Rudolph Giuliani,speaker|presenter
Reida Dobi,dancer
Rocky Gillmore,conductor
Marguerite Morse,dancer
Hattie Nefflin,actor
Peter Meineck,director
Len Insalaca,conductor
Robert Marx,host
R. Denslow,actor
Elmer Davis,speaker
Dara A. Gillis,conductor
Gaston Borch,conductor
Allen Crowell,conductor|speaker
Irina Ginsburg,speaker
Clayton Krehbiel,conductor
Teresita Viera,dancer
Rita Moreno,dancer
Edgar Fowlston,conductor
Carlos Montero,dancer
James Patterson,actor
Christopher Hollyday,conductor
Kenneth Munroe Spence,actor
Paul Taubman,conductor
Eduard C. Lindeman,host
Byron Pallis,actor
Clementino de Macchi,conductor
Luiz Perez de Heran,actor
Press Eldridge,comedian
Robert Montano,dancer
Jung Sook Park,dancer
Jeffrey Maynard,conductor
Nicole Snodgrass,conductor
Nathan D. Perlman,speaker
[first name unknown] Noach,speaker
Christopher Hisey,conductor
Margaret Macdonald Winkler,conductor
R. C. McCorkle,reciter
Melissa Rae Mahon,speaker
Milton Goldsmith,actor
Juli A. Enzinger,conductor
Eda Johns,actor
Hilda Distler,dancer
Brayer Teague,conductor
Henry Goddard Leach,speaker
Robert W. Dowling,speaker|host
A. C. Weary,host
Isabelle Eggleston,actor
Frank Bartlett,actor|comedian
Willis Conover,host|narrator
James Stewart Cushman,actor
Ira S. Wile,speaker
James Litton,conductor
Ming Luke,conductor
Barry Garland,conductor
Elmer P. Ransom,magician
Vaclav Nelhybel,conductor
Emilia Glenister,dancer
Louis Bailly,conductor
Thomas R. Price,speaker
Hatem Al-Jamal,dancer
Bleriot Candeliez,actor
Matt Ehlers,conductor
Sir John Eliot Gardiner,conductor
Richard Henry Warren,conductor
Perry Averill,actor
Loida Nicolas-Lewis,speaker
Herbert Morrison,speaker
William E. Kelly,speaker
Miriam Richey,conductor
Micaela Spina,dancer
Michael Lewis,conductor
Lee Kjelson,conductor
J. Griffith Wray,actor
Alexander Lazarev,conductor
Pearl Shepard,actor
Lucius Angus Williams,speaker
Lin-Manuel Miranda,speaker
Mischa Hoffman,conductor
Jack Tucker,actor
Charles Emmons Jr.,director
Zvi Lefkovitz,speaker
George Albrecht,conductor
Jerry Marshall,host|presenter
Lionel Bart,speaker
John Ekblad,conductor
James Tully Farelly,actor
Isabel Grace Morse,actor
Emanuel Schmauk,conductor
Francis M. Schirp,speaker
Geoffrey Harrison,dancer
Helen Clarke Moore,conductor
Frank Byrom,ballet dancer
Kurt Woess,conductor
Mia Farrow,speaker
Constantine J. Smythe,speaker
Carlo Zecchi,conductor
Max Blum,conductor
Mifuji Sono,dancer
Gary Myer,conductor
Katharine North,dancer
Arthur N. Abbey,speaker
Solveig Holmquist,conductor
Patrick Smith,conductor
Andrea Fodor Litkei,reciter
Reverend David Mason,speaker
Zhengzhong Yu,conductor
Aryeh Cooper,dancer
A. Bermudez,actor
Charles Underhill,speaker
Guillermo Alvarez Guedes,comedian
Carlos E. Rivera Aponte,director
Sha Liu,conductor
Elfrida Brown,conductor
Robert A. Siddle,actor
David F. Breniak,conductor
Tim Baker,speaker
Gene Fambrough,conductor
Georg Schneevoigt,conductor
Preston Hawes,director
Dr. George M. Otto,speaker
Irwin C. Watson,host|comedian
Paul Olefsky,conductor
Dr. Nafis Sadik,speaker
Andrew Robinson,conductor
Lunia Nestor,dancer
Dr. Frank Nelson,speaker
G. Larkin,dancer
Peter S. Grosscup,speaker
Stephen Lewis,conductor
H. Minasian,actor
Ed Harris,actor|host
Simon Jones,actor
Frank Gervasi,speaker
J. Merryman Walker,actor
Eunice Dana Brannan,speaker
Amy Ehrlich,speaker
Mituko Mieno,dancer
Lila Howell,actor
Maria Tynan,actor
Kaiya Schoonmaker,ballet dancer
Daniel Nazareth,conductor
Reverend Steven Yagerman,speaker
B. Vanderpoel,dancer
Scott MacLennan,conductor
Irving M. Ives,speaker
Mabel Spellissy,dancer
Jeffrey Grogan,conductor
Luigi Antonini,speaker
Yun Taik Hong,conductor
Nobuo Saji,dancer
Marsden Heinrich,dancer
A. Kraines,conductor
Sergio George,conductor
Ion Jackson,conductor
Virginia Nobile,dancer
Lada,dancer
Sylvia Dick Karras,dancer
Mark Lowry,speaker
Joseph I. Lieberman,speaker
George Lowe,speaker
Ryokichi Hirono,speaker
Annie Scavo,mime
Johnny M. Hunt,speaker
Bobby R. Francis,conductor|host
Ricky Pringle,conductor
John Totten,host
Hanna Sheehy-Skeffington,speaker
Robert Halseth,conductor
[first name unknown] Michel,actor
Paul-Elliott Cobbs,conductor
Frederick Watson,actor
Eugene Gunther,actor
Richard Salomon,speaker
Terry Danne,conductor
Reverend Samuel Schulman,speaker
Serge Oukrainsky,dancer
Foster Fitz-Simmons,dancer
Kreskin,magician
C.O. Gabler,speaker
C. Garner,director
[first name unknown] Hirschensohn,actor
Valentin Radu,conductor
Barbara Murray,conductor
John W. Hersterberg,actor
Peter J. Neff,speaker
Ryan Truesdell,conductor
G. Douglass Brewerton,speaker
David Norona,director
Myrtle Marvin,reciter
Danielle McRoy,conductor
Mimi Cecchini,host
Hans Rosbaud,conductor
J. Hampden Dougherty,speaker
John McMillan,actor
Gunther Schuller,conductor|speaker
John Cullum,narrator
Emil Carelius,conductor
Michael John Trotta,conductor
Joaquin Encinias,director
Antonio Rella,conductor
Roy London,narrator
Russell L. Robinson,conductor
Baruch Lumet,actor
Rosanna Mouzaki,dancer
Patrick Strong,dancer
Vasile Avramenko,dancer
Pepsi Bethel,dancer
Paul Winchell,actor|ventriloquist
Robert Deshon,speaker
Henry Liff,conductor
Hugh Sheeran,actor
Emma D. Miller,dancer
Carol Norton,speaker
Hilary A. Herbert,speaker
Keiko Kuyama,conductor
Shelly Burger,conductor
Heidi Mayer,narrator
Joanne Robinson,announcer
Louise Fitzpatrick,dancer
Simon J. Jumefsky,actor
Benjamin Scott Stevens,actor
Shirley Rush,conductor
Joanne Hamlin,narrator
Ilka Payan,host
Alan Muraoka,actor
Maud Allan,dancer
Frances Mahon,dancer
Page Silvernan,conductor
Ron Leifer-Helman,mime
Frances Lane,actor
Dr. Javaid I. Sheikh,speaker
Elizabeth Mandic-Nowac,conductor
George (The Star Gazer) Ward,speaker
Donald E. McGinnis,conductor
Dr. Teasdale Randolph,speaker
Jerry Warren,host
Jurgen Mayer H.,speaker
[first name unknown] Williamson,speaker
Richard Flores,conductor
Louis N. Donnatin,speaker
Geoffrey McDonald,conductor
Sir András Schiff,conductor|speaker
D. Arslanian,speaker
Suzanne S. Mirra,speaker
Lawrence Foster,conductor
Almedin Jashari,muezzin
Ryota Komatsu,speaker
Shelly Berg,conductor
Horst Stein,conductor
Charlene Angella Pitter,speaker
Tony Capone,actor
Shmuel Fisher,actor
Melinda Alexander,speaker
Miles Farlow,conductor
Alan S. Allred,conductor
Thomas Brown,actor
Mary W. Hicks,actor
Francine Vogel,conductor
Emmanuel Gradoux-Matt,speaker
Ole Hanson,speaker
Andreas Grossbauer,speaker
E.H. Plummer,conductor
Fran Reiter,conductor|speaker
Paul T. Caruso,conductor
Jeonglyol Park,conductor
Jacqueline Stern,conductor
Dr. Anthony Bannon,speaker
Donald Jones Jr.,actor
Fahtiem,dancer
Martha Gault,speaker
Dr. Walter Turnbull,conductor|speaker
Clifton G. Croomes,conductor
Liza Kaymin,host
Lewis Nielson,conductor
Louise B. Greilsheimer,speaker
Daniel K. Akaka,narrator
Donald C. Osborn,actor
M. LeRoy Gough,actor
Garrett Keist,conductor
Yuki Yamakura,reader
Lucy M. Cowden,conductor
George Clarke,actor
Megan Kane,speaker
Mortimer P. Arnold,actor
Tom Adams,speaker
Mario de Stefano,conductor
Ralph Yoerg,actor
Nick Cobos,conductor
Grace Cody,dancer
Virginia Gorodnitzki,speaker
Menashe Oppenheim,narrator
Swami Vishnu-Devananda,speaker
Charles Czarnecki,conductor
Harry Greenberg,speaker
Paavo Jarvi,conductor
Donald Conetta,presenter
Kevin Clash,puppeteer
Robert Townsend,actor
Jason Singer,speaker
Vincent W. Woytisek,speaker
Joseph J. Esposito,speaker
Alfreda Winborne,director
Arthur Winograd,conductor
Herbert von Karajan,conductor
Charles N. Drake,conductor
John S. Wise,speaker
John B. Gambling,speaker
Emma R. Steiner,conductor|speaker
Henrietta Eugenie Hawley,actor
P. Darnaud,actor
Joan Sharp,dancer
George K. Rolands,actor
A. V. (Aleksandr Vasil'evich) Aleksandrov,conductor
Ralph Trout,conductor
Sarah Hayes,actor
Andrew Trachsel,conductor
Angela Feaster,dancer
Ralph Sharon,conductor
Robert S. Godsall,conductor|director
David Aiken,dancer
Robert Pacillo,conductor
Nichols J. Feulner,actor
Mateo Olvera,tap dancer
Chester C. Chenoweth,actor
Heinz Liepmann,speaker
Maurice Hines,dancer|tap dancer
Harold W. Bennett,actor
Kelly Shepard,conductor
Gregory Hines,tap dancer
Motoyoshi Sakai,dancer
L.J. Fuller,actor
Anthony Heald,actor
Sara Weyrick,conductor
Anita Quintyne,dancer
Yevgeny Kolobov,conductor
Marley Gutterman,dancer
Christina Kiss,speaker
Cesare Sodero,conductor
Jac Venza,speaker
Abzal Mukhitdinov,conductor
Frederick D. Bell,conductor
Christopher J. Schwabe,conductor
Count De Besa,speaker
Daniel Repole,conductor
Siao-Ming,dancer
Esther Williams,actor
Michael O'Neal,conductor
Roberto Varela,speaker
Joseph Hawthorne,conductor
Reyneelynn Cameros,conductor
Sal Mazzola,conductor
Bernard Naumberg,speaker
Georgia Graham,dancer
Kathleen Chalfant,actor
Natasha Taubman,dancer
George Parrott,actor
Elise Scott,actor
Christopher Hartmann,conductor
Nancy Angermaier,sign language interpreter
Jenn McAllister,speaker
M. Crawford,dancer
Dr. Gunter Pleuger,speaker
Charles Frederick Wheaton,speaker
A.E. Howe,actor
Paul Swan,dancer
Franklin H. Sargent,speaker
Sra. de [first name unknown] Cotilla,actor
John D. Rogers,conductor
Annette Enfroy,dancer
Grover A. Whalen,speaker|host
Karel Ancerl,conductor
M.C. Lawton,speaker
Tatiana Ganenko,conductor
Margaret Fitz Patrick,actor
David Henderson,speaker
Victor J. Dowling,speaker
Regina Carle,speaker
Ricky Gervais,comedian
Charles Planick,actor
Joel Grey,host|dancer
Reverend R. Wardlaw Thompson,speaker
Sir Simon Rattle,conductor|speaker
Frank Loubet,conductor
Reverend Sang Don Kim,speaker
Paul A. Aitken,conductor
Lucile Templeton,actor
Miss [first name unknown] Gimenez,actor
Jack Behrens,conductor
Walter Hendrix,actor
Kanak-Lata,dancer
Dorothy Snow,actor
Tom Kuo,conductor
Barney Josephson,host
Fay Palongao Callejo,speaker
Joy Levitt,speaker
Harri J. Stokum,actor
Carol Oja,speaker|moderator
Rudolph Schilderkraut,speaker
Dinu Ghezzo,conductor|narrator
Dawn Tedesco,conductor
Steven Barbash,speaker
Rosalie Herrup,actor
Christopher Russell,conductor
Ruth Reinhardt,conductor
Cyril Graze,speaker
Chester E. Whiting,conductor
Joan Petre-Scholz,ballet dancer
Shaun O'Brien,dancer
Rosina A. Florio,speaker
Raquel Baez,conductor
Reverend C. C. Tiffany,speaker
May T. Barris,reciter
Yvette Itano,conductor
Laurie Scott,conductor
Paul Mahr,conductor
Joseph T. Bedford,speaker
Herman Seid,speaker
Charles Konedski Davis,conductor
Frances Mayes,narrator
Amilcar Cortes,dancer
Tavia Zerman,conductor
Douglas R. Hartshorne,actor
Stephen Hadley,speaker
Bell Davidson,actor
Reverend Newell Dwight Hillis,speaker
Paulina Castillo Parkorni,actor
Ramon Bruce,speaker
Ava Nadel,speaker
Sean Savoy,dancer
Julie Adams,dancer
Maria Yakovleff,dancer
George Swietlicki,director
Long Yu,conductor
Boris Goldovsky,speaker
William Temple,actor
Bonnie Hehli,conductor
Edward L. Wittmeyer,actor
W. Walter Watts,speaker
Ed Zunic,conductor
Vin Scelsa,host|reader
Robert W. Amler,speaker|presenter
Rita H. Parker,director
A.A. Boublikov,speaker
Victoria Gilpin,dancer
John Bell,conductor
Noelle De Mosa,dancer
Mabel B. Barteau,actor
Edmund Wetmore,speaker
Richard Billings,speaker
Nazli Parvizi,speaker
Josephine Shaw Lowell,speaker|host
Thomas E. Brown,conductor
Todd Bolender,dancer
Joseph Seifers,conductor
Paul Weigel,actor
Hilda Sheldon,dancer
Kevin Jones,director
Deraldo Ferreira,capoeira
Daniel J. Magallanes,conductor
Kevin Gallagher,sign language interpreter
Seth Belliston,ballet dancer
Laura Gustavsen,conductor
Irma Rankin,dancer
Robert Michael Gibson,actor
Gina Ferrall,actor
Robert Shafer,conductor
Sir John Barbirolli,conductor
Carlo Felice Cillario,conductor
Jim Kerr,speaker
Greg Morris,actor
Flossie Burns,actor
Thomas A. Sokol,conductor|director
Rodney Wynkoop,conductor
Patricia Fitzmaurice,speaker
Mareena Boosamra Ball,conductor
Madhavan,dancer
Alexander Regan,actor
Terry Sweeney,host
Glenn Close,speaker|actor
Avner Biron,conductor
Karen Prell,puppeteer
Bessie Silverherz,dancer
Alexey Shabalin,conductor
Nikolaus Harnoncourt,conductor|speaker
Atsuko Tamagusuku,dancer
Martha S. Grayson,presenter
Candice Agree,speaker
Bashar Iraqi,presenter
Russell Scott,conductor
Frederick Narganes,speaker
Richard Carlyle,actor
Richard Hazleton,speaker
Harry Schroeder,actor
Robert Schable,actor
Steve Kirby,conductor
Glen Roven,conductor
E. Beckett Morey,actor
Casey Hayes,conductor
Philip Scaturro,speaker
Rocca Resta,conductor|bandmaster
Rosann Hickey,reader
Stephen M. Rochford,conductor
P. J. McGuire,speaker
Peter Bellino,conductor
Gregory Singer,conductor
Krissi Davis,conductor
Frank S. Black,speaker
Dr. Carlton Fredericks,speaker
Thomas McCauley,conductor
Cicely Tyson,actor|presenter
Claire Trevor,actor
Laura Foster,dancer
Aileen Vrooman,conductor
Elsie Hirsch,dancer
Drew Carey,comedian
Eric Lee,speaker
David Bloom,conductor
Stuart Gardner,conductor
George Korologos,speaker
Shannon Christy,narrator
Walter Sparkman,conductor
Kenneth C. Fischer,panelist
Ralph Bellamy,actor
Joanne Stoddard,conductor
Louis H. Pollak,presenter
Sung-Yol Lee,conductor
Nina Dova,speaker
Bobby Thomson,speaker
Ryan Kelly,conductor
Mstislav Rostropovich,conductor
Nestor Holynskyj,host
Emile de Cartier de Marchienne,speaker
Alcide de Gasperi,speaker
Lawrence Pumpelly,actor
Butterfly McQueen,actor
Nico Muhly,speaker
Johanna Lindlof,speaker
Edouard d' Oize,actor
Mercedes Gilbert,host
Sammy Davis Jr.,host|dancer
Charles E. Kneeland,actor
James John Walker,speaker|host
Al Lerner,conductor
Noah Davis,speaker|presenter
Aimo Kiviniemi,director
E. Jon De Revere,conductor
Donald Lessek,conductor
Gloria Gaither,speaker
Samuel J. Hazo,narrator
Neal Stulberg,conductor|speaker
Belle Barth,comedian
Dr. M. Murray Peshkin,presenter
Daniel Spalding,conductor
Charlotte P. Strong,reader
Vera Mendell,actor
Kathleen Patrick,dancer
Dane Lam,conductor
Jason Sagebiel,conductor
David Gilbert,conductor
Brent M. Johnson,conductor
Louis de Milhau,actor
Jimmy Carroll,conductor
Edward Hance Shortliffe,speaker
Nana Lorca,folk dancer
Jeffrey L. Sandquist,conductor
Mary Tyler Moore,speaker|host
Elizabeth Donnell,dancer
James Wood Johnson,speaker
Chong Lim,conductor
Linda Leslie Bradberry,conductor
J.J. Little,speaker
Ahmed Maher El-Sayed,speaker
Harvey Stone,actor|comedian
James Browne,host
Scott Temple,actor
Jenny Crober,conductor
John H. Sherburne,speaker
Midori,speaker
Terri White,actor
Philip J. Boylan,speaker
Bob Roberts,dancer
Megan Boyd,conductor
Edward Nason West,speaker
Miss [first name unknown] Rodman,magician
Liz Francis,narrator
Louis Karchin,conductor
Gregory Buchalter,conductor
Sotera Figueroa,speaker
Eric Dale Knapp,conductor
Ernest Hutcheson,conductor
Charles Hausmann,conductor|director
L.O. Robertson,speaker
Dave Van Ronk,host|moderator
Caitlyn Walsh,conductor
Gabriel Gordon,conductor
Ben Vereen,host|dancer|presenter
Feigele Wernitzky,actor
Enid Miller,speaker
Shimmy Jiyane,dancer
Martin Brody,speaker
William B. Williams,host
Dennis Malfatti,conductor
Kevin O. McKeown,conductor
Dr. Jorge Manach,speaker
Martin Vogel,host
Roswell G. Horr,speaker
Michael Schofield,conductor
Zoltan Kurthy,conductor
Jesus Tato,actor
Howard Carter,speaker
Joan Derby,dancer
Robert Rams,conductor
Peniel Guerrier,dancer
Winifred Ayres,actor
Edwin C. DeGroat,conductor
Grace Wells Heagle,actor
Violet Turner,puppeteer
Lydia T. Pfund,narrator
Lorice Stevens,narrator
Roshanara,dancer
Frank J. Monahan,speaker
Frederique Petrides,conductor
Jacob A. Cantor,speaker
Nathan Chanin,speaker
Lee Cheng,conductor
Linda Vanderpool,director
Randall Tinnin,conductor
Meyer Segal,actor
Reverend Sam Ko,speaker
Robert Lee Wooten Jr.,speaker
Andras Marton,speaker
S. Modzeliauskas,dancer
Arthur Lewis Strasser,speaker
Frederic W. Higby,speaker
Frances Chalif,dancer
Amos Wolff,dancer
James R. Sheffield,host
Elliot S. Norton,speaker
Elsie Scharff,actor
Frederick Louis Hillenbrand,actor
A. S. Rudwall,conductor
